,x_coord,y_coord,BillNo,BillName,cluster_no
376,-18.383453,-36.7271,2103093,  태권도 진흥 및 태권도공원 조성 등에 관한 법률 일부개정법률안,2
377,-19.793922,-35.47483,2103094,  스포츠산업 진흥법 일부개정법률안,2
378,-19.600798,-34.048573,2103095,  국제회의산업 육성에 관한 법률 일부개정법률안,2
379,5.182496,-12.291654,2103145,  폐기물관리법 일부개정법률안,2
380,16.335503,3.0321262,2103127,  소상공인 보호 및 지원에 관한 법률 일부개정법률안,2
381,-9.458783,-14.294905,2103136,  감염병의 예방 및 관리에 관한 법률 일부개정법률안,2
382,9.848824,11.4724865,2103135,  전기사업법 일부개정법률안,0
383,-4.2896934,-16.91595,2103154,  감염병의 예방 및 관리에 관한 법률 일부개정법률안,2
384,-4.2896934,-16.91595,2103154,  감염병의 예방 및 관리에 관한 법률 일부개정법률안,2
385,5.1827145,-12.292387,2103145,  폐기물관리법 일부개정법률안,2
386,16.335749,3.032216,2103127,  소상공인 보호 및 지원에 관한 법률 일부개정법률안,2
387,9.848134,11.473803,2103135,  전기사업법 일부개정법률안,0
388,-9.458706,-14.294284,2103136,  감염병의 예방 및 관리에 관한 법률 일부개정법률안,2
