,Unnamed: 0,의안번호,처리여부,의안명,제안자구분,제안일자,의결일자,의결결과,심사진행상태,문서,제안회기,제안이유,소관위원회,제안자,법률안,제안정당,법률공포여부,텍스트,토큰,명사수,문장벡터,category
0,0,2024549,처,  감염병의 예방 및 관리에 관한 법률 일부개정법률안,의원,2020-01-28,2020-02-26 00:00:00,대안반영폐기,,의안원문,제20대 (2016~2020) 제375회,최근 신종 코로나바이러스감염증(2019 novel Coronavirus  2019 nCoV)의 국내 유입으로 현재 확진환자 4명  조사대상 유증상자도 수십명에 달하고 있는 상황임  특히  일부 확진환자는 며칠간 도심일대를 활보한 것으로 확인되어 추후 감염자가 발생함 우려가 짙음 이에 보건복지부는 신종 코로나바이러스감염증 확전에 대한 대비를 위해 감염병 위기경보 단계를 주의에서 경계로 격상시키고  「신종 코로나바이러스감염증 중앙사고수습본부」를 설치 가동했음 그러나 신종 코로나바이러스감염증의 경우  현행 법령에서는 이에 대해 명시적으로 규정하고 있지 않아 감염병 관리 조치에 차질을 빚을 수 있다는 점에서 이를 명확히 규정할 필요가 있음 이에 현행법에 규정되어 있는 제4급감염병에 신종 코로나바이러스감염증(2019 novel Coronavirus  2019 nCoV)을 추가하고자 함(안 제2조제5호처목 신설) ,보건복지위원회,"[""['유의동(새로운보수당/兪義東)'"", "" '권성동(자유한국당/權性東)'"", "" '김상훈(자유한국당/金相勳)'"", "" '김성원(자유한국당/金成願)'"", "" '유승민(새로운보수당/劉承旼)'"", "" '이동섭(바른미래당/李銅燮)'"", "" '이언주(미래를향한전진4.0/李彦周)'"", "" '정병국(새로운보수당/鄭柄國)'"", "" '정태옥(자유한국당/鄭泰沃)'"", "" '최교일(자유한국당/崔敎一)']""]",1.0,"['미래를향한전진4.0', '자유한국당', '바른미래당', '새로운보수당']",미공포,  감염병의 예방 및 관리에 관한 법률 일부개정법률안 최근 신종 코로나바이러스감염증     의 국내 유입으로 현재 확진환자 명  조사대상 유증상자도 수십명에 달하고 있는 상황임  특히  일부 확진환자는 며칠간 도심일대를 활보한 것으로 확인되어 추후 감염자가 발생함 우려가 짙음 이에 보건복지부는 신종 코로나바이러스감염증 확전에 대한 대비를 위해 감염병 위기경보 단계를 주의에서 경계로 격상시키고  신종 코로나바이러스감염증 중앙사고수습본부를 설치 가동했음 그러나 신종 코로나바이러스감염증의 경우  현행 법령에서는 이에 대해 명시적으로 규정하고 있지 않아 감염병 관리 조치에 차질을 빚을 수 있다는 점에서 이를 명확히 규정할 필요가 있음 이에 현행법에 규정되어 있는 제급감염병에 신종 코로나바이러스감염증     을 추가하고자 함안 제조제호처목 신설 ,"['감염병', '예방', '관리', '법률', '일부개정법률안', '신종', '코로나바이러스감염증', '국내', '유입', '확진환자', '조사대상', '유증상자', '수십명', '상황', '일부', '확진환자', '며칠간', '도심일대', '활보', '확인', '감염자', '발생', '우려', '보건복지부', '신종', '코로나바이러스감염증', '대비', '감염병', '위기경보', '단계', '주의', '경계', '격상', '신종', '코로나바이러스감염증', '중앙사고수습본부', '설치', '가동', '신종', '코로나바이러스감염증', '경우', '현행', '법령', '명시적', '규정하', '감염병', '관리', '조치', '차질', '규정', '필요', '현행법', '규정', '급감염병', '신종', '코로나바이러스감염증', '추가', '제조제호처목', '신설']",59,"[ 0.03771923  0.03217825  0.18394935 -0.00904461  0.00148775 -0.0161849
 -0.05400394  0.03698995  0.17970158  0.22600205  0.03727503 -0.0380431
  0.10958488  0.00551861  0.04556789 -0.15462668  0.04934594  0.01955394
 -0.01419952 -0.08244588 -0.22043674 -0.0638486   0.02008538 -0.26478466
 -0.12490218  0.02652651 -0.0049549   0.05699551 -0.11745506  0.14730725
 -0.05266555 -0.09501644 -0.04468214  0.17339246 -0.0639801   0.03333544
  0.00954069  0.0375351  -0.00684624 -0.12091988  0.03657757  0.09841401
  0.0721776   0.0229777   0.1169323  -0.02959888 -0.00168948 -0.06601848
  0.06176512  0.06074897 -0.01294926 -0.11491006 -0.04717845 -0.04010469
  0.00559383 -0.11968327  0.08738932  0.03338728  0.01642012  0.04104489
  0.10573526  0.08527363  0.08815625  0.08321643 -0.0158259  -0.07276563
 -0.0048114   0.04311419  0.07333516  0.0759341   0.05741886  0.04186541
  0.03384798 -0.02617265 -0.13179722 -0.028759   -0.14466856  0.06331975
 -0.12113108  0.12128252  0.16046949 -0.01629033  0.0445248   0.08370324
 -0.16624798  0.11693533  0.05510311 -0.01396318  0.06050236  0.0542912
 -0.01768063 -0.05068349 -0.10312995 -0.00413179 -0.07562166  0.07017401
 -0.09635511 -0.07085641 -0.04357383  0.00175779  0.06189033 -0.0971935
 -0.00365016 -0.05761481  0.04912483  0.05943611  0.03792576  0.02671438
 -0.11232561 -0.14342017  0.09000065  0.00372326  0.00525385  0.00318382
 -0.06927643 -0.06164462  0.00677392 -0.04206832  0.0415118  -0.14312147
 -0.02134781  0.06304123  0.02340766  0.01386448  0.10994718 -0.04991252
 -0.09146716  0.06747793 -0.05260624 -0.04650187 -0.16419698 -0.01602973
 -0.05169482  0.07265061 -0.17358044 -0.03342931 -0.00354296  0.00939928
 -0.07005513 -0.09154668 -0.04482778 -0.12709759  0.01849396  0.05755974
  0.04507628  0.05740456  0.02170159  0.09210998 -0.12649949 -0.01129532
  0.13458614 -0.0209562  -0.10230042  0.01768482  0.00855075 -0.04486585
  0.07666329  0.05464762 -0.03373665  0.03043666 -0.13948904 -0.1270398
  0.02203061  0.06878011 -0.05631391  0.07371731 -0.03497018  0.05793809
  0.03514128 -0.06200672 -0.1651778   0.04047468 -0.04148995  0.0037204
  0.05538583  0.05208423 -0.02801958 -0.03477396 -0.07748535  0.0712123
 -0.04256269  0.07464574  0.02110336  0.13120145 -0.0162464  -0.07157968
 -0.0362953   0.08810303 -0.01140121 -0.15236613  0.14465082 -0.13289039
  0.06300063 -0.01233549  0.11960211 -0.09071757 -0.12497728  0.00978841
  0.04464977  0.10228287 -0.02049245  0.07229351  0.08058841 -0.1785708
  0.09412915 -0.01177961 -0.07756688  0.02071363  0.1850378   0.09043332
 -0.09551172 -0.02705527  0.01772324  0.09116212 -0.03327162  0.05320976
 -0.15305911  0.02119818 -0.24737991  0.05478641  0.14321883 -0.08234276
 -0.10189568  0.01996802 -0.14588109  0.04220556 -0.0003016   0.0002698
 -0.04542709 -0.0816163  -0.06971738  0.17185763 -0.02114587  0.04335225
  0.06659099  0.03088817  0.00914006 -0.04057006  0.10116994  0.03188346
 -0.01761767  0.07875466  0.0120314   0.06821328  0.03888035 -0.03037068
  0.00468462  0.0398793   0.0911676  -0.03138825 -0.01374175  0.07107525
  0.09609181 -0.03036536  0.07018382  0.04211471  0.08842862 -0.0749344
 -0.0693235  -0.00906139  0.00083635 -0.00321262  0.16833392 -0.08374796
  0.1268423   0.06685894  0.04267492  0.04740553  0.18995667 -0.0637793
  0.08353338 -0.18459854  0.05925649 -0.00853412  0.13544235  0.03123214
 -0.03970607  0.1256411   0.00696648  0.03099505 -0.05041015 -0.02976625
 -0.03480438 -0.03183215 -0.0176668  -0.0441536   0.0004401  -0.05629171
 -0.08934252  0.01234423  0.14827852 -0.04154745 -0.0622269  -0.08462745
  0.20606026 -0.07425043 -0.02099431  0.00964164 -0.04339167 -0.0066968 ]",2
1,1,2024556,처,  검역법 일부개정법률안,의원,2020-01-29,2020-05-29 00:00:00,임기만료폐기,,의안원문,제20대 (2016~2020) 제375회,현행법은 보건복지부장관이 출입국의 금지 또는 정지 요청 규정상 검역감염병 환자등 또는 검역감염병 의심자에 대하여 법무부장관에게 출국 또는 입국의 금지 또는 정지를 요청할 수 있게 하고 있음 그러나 이는 환자 또는 감염의심자 단위에서 출국 및 입국의 금지 또는 정지를 요청하는 것일 뿐  검역감염병 발생지역으로부터 입국하거나 이 지역을 경유하여 입국하는 자의 경우에도 잠복기여서 증상이 입국 시 의심되지 않지만 실제 감염자일 수도 있음 이에 보건복지부장관은 공중위생상 큰 위해를 끼칠 염려가 있다고 인정될 경우 세계보건기구가 정한 공중보건 위기관리 대상이 되는 감염병 환자가 발생하고 있는 지역으로부터 입국하거나 이를 경유하여 입국하는 외국인에 대하여 출국 또는 입국의 정지를 요청할 수 있는 근거조항을 마련하는 한편  「검역법」상 검역감염병에 신종 코로나바이러스 감염증도 추가하려는 것임(안 제2조  제17조 및 제24조) ,보건복지위원회,"[""['원유철(자유한국당/元裕哲)'"", "" '강석호(자유한국당/姜碩鎬)'"", "" '김성태(자유한국당/金成泰)'"", "" '김정재(자유한국당/金汀才)'"", "" '문진국(자유한국당/文鎭國)'"", "" '서청원(무소속/徐淸源)'"", "" '송언석(자유한국당/宋彦錫)'"", "" '송희경(자유한국당/宋喜卿)'"", "" '안상수(자유한국당/安相洙)'"", "" '윤종필(자유한국당/尹鍾畢)'"", "" '임이자(자유한국당/林利子)'"", "" '정병국(새로운보수당/鄭柄國)']""]",1.0,"['새로운보수당', '무소속', '자유한국당']",미공포,  검역법 일부개정법률안 현행법은 보건복지부장관이 출입국의 금지 또는 정지 요청 규정상 검역감염병 환자등 또는 검역감염병 의심자에 대하여 법무부장관에게 출국 또는 입국의 금지 또는 정지를 요청할 수 있게 하고 있음 그러나 이는 환자 또는 감염의심자 단위에서 출국 및 입국의 금지 또는 정지를 요청하는 것일 뿐  검역감염병 발생지역으로부터 입국하거나 이 지역을 경유하여 입국하는 자의 경우에도 잠복기여서 증상이 입국 시 의심되지 않지만 실제 감염자일 수도 있음 이에 보건복지부장관은 공중위생상 큰 위해를 끼칠 염려가 있다고 인정될 경우 세계보건기구가 정한 공중보건 위기관리 대상이 되는 감염병 환자가 발생하고 있는 지역으로부터 입국하거나 이를 경유하여 입국하는 외국인에 대하여 출국 또는 입국의 정지를 요청할 수 있는 근거조항을 마련하는 한편  검역법상 검역감염병에 신종 코로나바이러스 감염증도 추가하려는 것임안 제조  제조 및 제조 ,"['검역법', '일부개정법률안', '현행법', '보건복지부장관', '출입국', '금지', '정지', '요청', '규정상', '검역감염병', '환자등', '검역감염병', '의심자', '법무부장관', '출국', '입국', '금지', '정지', '요청', '환자', '감염의심자', '단위', '출국', '입국', '금지', '정지', '요청', '검역감염병', '발생지역', '입국', '지역', '경유', '입국', '경우', '잠복기', '증상', '입국', '의심', '실제', '감염자', '보건복지부장관', '공중위생상', '위해', '염려', '인정', '경우', '세계보건기구', '공중보건', '위기관리', '대상', '감염병', '환자', '발생', '지역', '입국', '경유', '입국', '외국인', '출국', '입국', '정지', '요청', '근거조항', '마련', '한편', '검역법상', '검역감염병', '신종', '코로나바이러스', '감염증', '추가', '제조', '제조', '제조']",74,"[-6.74577504e-02 -6.38000481e-03  1.06685594e-01 -1.30352840e-01
  1.91705823e-02  8.30187555e-03 -1.12465709e-01  7.36179799e-02
  1.33430853e-01  6.55542091e-02  8.07262864e-03 -1.60065317e-03
  8.60229060e-02  4.81391437e-02 -9.09990072e-03 -1.08131215e-01
  2.91334800e-02  1.03162425e-02 -5.53030008e-03 -8.70584175e-02
 -1.30428150e-01  2.27521416e-02 -5.61451018e-02 -1.59423083e-01
  8.76342133e-03  3.55532952e-02 -4.93042124e-03  2.85022631e-02
 -7.84761459e-02  4.00855392e-02  2.96814814e-02  1.69888213e-02
 -3.50335874e-02  1.64586008e-01 -4.75864522e-02  8.72183293e-02
 -2.75438316e-02 -3.93921547e-02  2.86463220e-02 -6.28937408e-02
  1.81232989e-02  9.46287066e-02 -4.72636744e-02  3.96881811e-02
  4.20655683e-02 -4.41965461e-02  9.15262774e-02 -6.15074523e-02
  6.87349513e-02  2.55297013e-02  3.81601192e-02 -3.13769542e-02
 -2.76382491e-02 -1.20399846e-02 -4.85171005e-02 -6.68678507e-02
  1.45741954e-01 -1.72251873e-02  2.81746201e-02  7.32344761e-02
  5.13443574e-02  1.09522358e-01  6.79372996e-02  5.23132160e-02
  6.12816215e-03 -5.87268695e-02  1.41718015e-02  5.74755818e-02
  3.36296745e-02  4.97830473e-02  1.13806896e-01 -7.46523496e-03
  9.35937464e-03 -9.89608318e-02 -1.40521616e-01 -3.37492041e-02
 -6.48292378e-02  1.05071008e-01 -1.27154171e-01  2.71141268e-02
  1.61625460e-01 -5.54163940e-02 -2.66863462e-02  7.12989271e-02
 -1.35847285e-01  7.43152127e-02  8.00659284e-02  3.78505364e-02
 -2.38039121e-02  2.40073539e-02 -3.55379321e-02 -1.24497518e-01
 -1.01499304e-01  1.33094261e-03 -2.89712884e-02  9.86534208e-02
 -5.59698530e-02 -3.52332816e-02 -4.05709632e-02 -3.88366766e-02
  5.53572997e-02 -2.78746225e-02 -8.24068673e-03 -2.11353861e-02
 -3.69886607e-02  7.16732815e-02 -3.14004114e-03 -1.21466955e-02
 -4.28215750e-02 -1.09994195e-01 -1.71691254e-02 -1.58359930e-02
  6.59238324e-02 -2.45659463e-02 -2.09691674e-02 -4.86558937e-02
  3.09604052e-02 -6.78644404e-02 -7.40513671e-03 -9.47897136e-02
 -2.23729257e-02  8.53613913e-02  5.08613437e-02  1.26981661e-02
  6.53635636e-02 -2.93218866e-02 -9.13624316e-02  8.01718384e-02
 -5.40410727e-02 -1.77560262e-02 -6.27921373e-02  4.95714173e-02
  6.78951852e-03  1.06216207e-01 -1.17650710e-01 -1.64458901e-02
 -8.75621065e-02 -5.80398785e-03 -1.26450276e-02  3.08625922e-02
 -5.56654558e-02 -9.89706293e-02 -2.10700743e-02  8.49473476e-03
  3.11316922e-02  7.66567960e-02  7.53306458e-03  5.59166186e-02
 -4.24213409e-02  2.16139350e-02  2.68151946e-02  3.78119536e-02
 -4.48597223e-02  5.24586290e-02 -1.67061146e-02  1.13761686e-02
  2.36587506e-02  3.00116129e-02 -8.13622586e-03  7.61706084e-02
 -1.33442000e-01 -2.69300546e-02 -9.48462402e-05  1.08765885e-01
 -3.12507451e-02  3.28659490e-02 -2.35038605e-02  1.13387823e-01
  1.35285696e-02 -5.67285530e-02 -9.00744051e-02  2.95797177e-02
  5.24253864e-03 -8.26816633e-03 -8.64996016e-03  2.83187274e-02
 -3.45354043e-02  1.42687038e-02 -2.18756907e-02  8.18903744e-02
 -4.77359220e-02  7.30682462e-02 -2.73295641e-02  8.60724673e-02
  8.68519675e-03 -7.51456097e-02  4.86058556e-03  1.56780511e-01
  2.56218184e-02 -1.91180587e-01  5.27160242e-02 -8.37629735e-02
  1.93880722e-02 -9.38353539e-02  1.23660587e-01  2.01407708e-02
 -9.98737216e-02 -1.70924906e-02  1.04885668e-01  1.00332946e-01
 -8.44436660e-02  7.78331049e-03  6.40605912e-02 -1.03711009e-01
  2.91113537e-02  3.44799943e-02 -5.47978356e-02  7.76924416e-02
  1.34387627e-01  1.61831111e-01  3.43049224e-03 -2.52928659e-02
 -4.49425727e-03  6.49189875e-02 -2.03390904e-02  2.34360937e-02
 -1.18467212e-01 -1.84852649e-02 -2.40372241e-01  1.79260988e-02
  1.08140312e-01 -4.53080907e-02 -1.03145704e-01 -3.70185003e-02
 -1.40710354e-01  1.94153711e-02  3.13127786e-02  3.88223976e-02
 -7.75477737e-02 -1.53997481e-01 -1.54429674e-01  9.69293192e-02
  2.19172612e-02  6.66916370e-02  6.38426021e-02  3.15181464e-02
 -6.84791878e-02  3.22943814e-02  8.59161466e-02  3.22952028e-03
  1.54541191e-02 -1.23179592e-02  2.32108049e-02  1.62728876e-02
  4.21609031e-03 -2.31160447e-02  5.14517762e-02  8.48806277e-02
  4.55639884e-02 -4.98523265e-02 -1.76668679e-03  2.24899687e-02
  6.15735650e-02 -3.21641117e-02  7.02370629e-02  1.36532083e-01
  8.46598670e-02 -2.88405418e-02 -6.64280877e-02 -8.54278952e-02
  2.71794982e-02 -1.00343544e-02  2.37658575e-01  9.32794809e-03
  9.30942968e-02  5.75632229e-02  9.43850726e-03  1.02409899e-01
  1.08706452e-01 -6.65857866e-02  6.26051649e-02 -1.54422164e-01
  4.42125984e-02 -2.08060108e-02  4.14378569e-02 -3.24915238e-02
 -1.23233274e-01  1.92435652e-01  5.96306995e-02 -3.52778062e-02
 -4.04845215e-02 -6.93701953e-02 -6.16169237e-02 -5.24022058e-03
 -8.75578262e-03 -7.44830370e-02 -2.59910114e-02 -2.31367219e-02
 -9.13931504e-02  1.14163784e-02  1.57842562e-01 -5.14770113e-02
  7.45027279e-03 -4.20088172e-02  1.39379412e-01 -6.81416020e-02
 -5.20544127e-05 -1.05767231e-02  2.13203952e-04 -4.14053798e-02]",2
2,2,2024555,처,  감염병의 예방 및 관리에 관한 법률 일부개정법률안,의원,2020-01-29,2020-02-26 00:00:00,대안반영폐기,,의안원문,제20대 (2016~2020) 제375회,현행법은 감염병환자등이 발생하였거나 발생할 우려가 있는 경우 육군ㆍ해군ㆍ공군 소속 부대의 장으로 하여금 소독이나 그 밖에 필요한 조치를 하도록 하고 있음  그러나 여기에는 무상 마스크 배포 조치에 관한 규정은 부재함 최근  신종 코로나 바이러스 등의 감염병환자등이 발생하였거나 발생할 우려가 있는 지역에서는 시중에서 유상으로 공급되는 마스크가 금방 동이 나 국민들이 마스크를 구입하지 못하는 사례가 발생하고 있음 이에 보건복지부장관은 감염병환자등이 발생하였거나 발생할 우려가 있는 지역의 유치원생  초등학교 학생  65세 이상의 노인에게 무상으로 마스크 배포 조치를 취할 수 있도록 하는 규정을 신설하고자 함  (안 제50조제3항 신설) ,보건복지위원회,"[""['원유철(자유한국당/元裕哲)'"", "" '강석호(자유한국당/姜碩鎬)'"", "" '김성태(자유한국당/金成泰)'"", "" '김정재(자유한국당/金汀才)'"", "" '문진국(자유한국당/文鎭國)'"", "" '서청원(무소속/徐淸源)'"", "" '송언석(자유한국당/宋彦錫)'"", "" '송희경(자유한국당/宋喜卿)'"", "" '안상수(자유한국당/安相洙)'"", "" '윤종필(자유한국당/尹鍾畢)'"", "" '임이자(자유한국당/林利子)'"", "" '정병국(새로운보수당/鄭柄國)']""]",1.0,"['새로운보수당', '무소속', '자유한국당']",미공포,  감염병의 예방 및 관리에 관한 법률 일부개정법률안 현행법은 감염병환자등이 발생하였거나 발생할 우려가 있는 경우 육군해군공군 소속 부대의 장으로 하여금 소독이나 그 밖에 필요한 조치를 하도록 하고 있음  그러나 여기에는 무상 마스크 배포 조치에 관한 규정은 부재함 최근  신종 코로나 바이러스 등의 감염병환자등이 발생하였거나 발생할 우려가 있는 지역에서는 시중에서 유상으로 공급되는 마스크가 금방 동이 나 국민들이 마스크를 구입하지 못하는 사례가 발생하고 있음 이에 보건복지부장관은 감염병환자등이 발생하였거나 발생할 우려가 있는 지역의 유치원생  초등학교 학생  세 이상의 노인에게 무상으로 마스크 배포 조치를 취할 수 있도록 하는 규정을 신설하고자 함  안 제조제항 신설 ,"['감염병', '예방', '관리', '법률', '일부개정법률안', '현행법', '감염병환자', '발생', '발생', '우려', '경우', '육군해군공군', '소속', '부대', '소독', '필요', '조치', '여기', '무상', '마스크', '배포', '조치', '규정', '부재', '신종', '바이러스', '감염병환자', '발생', '발생', '우려', '지역', '시중', '유상', '공급', '마스크', '국민들', '마스크', '구입', '사례', '발생', '보건복지부장관', '감염병환자', '발생', '발생', '우려', '지역', '유치원생', '초등학교', '학생', '이상', '노인', '무상', '마스크', '배포', '조치', '규정', '신설', '조제항', '신설']",59,"[-6.27527758e-02  5.64060472e-02  3.19205701e-01  2.31158659e-02
 -8.82687327e-03 -2.51139626e-02 -1.02847241e-01  1.04114704e-01
  1.33664176e-01  1.35205865e-01  3.38161327e-02 -5.17337397e-03
  1.66001529e-01  3.17808380e-03  2.96618678e-02 -1.43977404e-01
  2.51684431e-02  1.97606813e-03 -1.31181227e-02 -1.43403143e-01
 -1.91615447e-01 -2.40538754e-02 -2.10648850e-02 -1.84573606e-01
 -9.96971503e-02  9.53142047e-02  5.87431248e-03  5.49464375e-02
 -7.71289915e-02  7.86421224e-02  2.36697141e-02 -1.75461620e-02
  1.91948581e-02  1.39102876e-01 -7.69903958e-02 -1.13434682e-03
  4.00907472e-02 -1.71040148e-02  8.66218563e-03 -1.15302749e-01
  3.78640816e-02  1.27169907e-01  3.63865569e-02  3.48543040e-02
  1.03660591e-01 -5.02245910e-02  3.72838415e-02 -4.80229817e-02
  1.07296504e-01  3.94088775e-02  7.95991533e-03 -6.17636591e-02
 -6.64080009e-02 -2.83577833e-02  9.10485536e-03 -1.19434029e-01
  1.96790963e-01  2.45514438e-02  2.04284582e-02  7.01346099e-02
  1.08164817e-01  9.10406187e-02  4.97168191e-02  6.94723725e-02
 -2.60938574e-02 -6.62160441e-02  5.24463952e-02  5.52977733e-02
  1.16807856e-02  3.00260689e-02  1.62104815e-01  5.23755103e-02
 -9.37128533e-03 -9.50030163e-02 -9.95364040e-02 -6.78505078e-02
 -9.93504673e-02  5.50258495e-02 -2.59720743e-01  1.18676625e-01
  2.08147943e-01 -3.86086851e-02  2.39052996e-02  4.60423864e-02
 -1.62026316e-01  8.22552741e-02  5.43760993e-02  6.60320148e-02
  3.61855775e-02  2.65393984e-02 -9.33317915e-02 -7.35861063e-02
 -8.54608715e-02  3.57844532e-02 -6.18575364e-02  5.62255047e-02
 -6.45018965e-02 -6.01124950e-02 -1.07212372e-01  2.28126030e-02
  5.43296635e-02 -3.29546742e-02 -5.59789091e-02 -8.46038312e-02
 -2.35330351e-02  4.40151803e-02 -4.04754886e-03 -9.81042814e-03
 -4.53033596e-02 -1.48494303e-01  3.05188764e-02 -9.60812718e-02
  6.04022071e-02 -6.40774667e-02 -7.91297108e-02 -1.34817570e-01
 -1.72997620e-02  3.55215534e-03 -3.84978764e-02 -7.15270862e-02
 -2.64809765e-02  1.71499439e-02  3.30519155e-02  4.37188260e-02
  1.06718324e-01 -4.21143398e-02 -1.51259616e-01  4.02039550e-02
 -6.26626238e-02  8.19772854e-03 -1.42591894e-01 -7.00191315e-03
 -1.36019187e-02  8.17623734e-02 -1.21728368e-01 -1.52813150e-02
 -4.20672186e-02  1.87206883e-02  4.21236418e-02  2.63340250e-02
 -2.91993283e-02 -1.08538195e-01  2.18006000e-02  8.67990032e-02
  7.52093494e-02  3.69102880e-02  3.00824735e-02  3.60332173e-03
 -9.52353403e-02  5.62753230e-02  7.80412182e-02  8.38353857e-02
 -6.94406703e-02  7.58504644e-02  2.89929546e-02 -3.82360965e-02
  4.34732512e-02  1.65291559e-02  3.70701589e-02  3.42351794e-02
 -1.31974682e-01 -3.48764285e-03  8.56024865e-03  1.17054023e-01
  1.72664300e-02  2.93171871e-02 -1.51977073e-02  9.07235965e-02
  7.21532702e-02 -2.61206031e-02 -1.37145445e-01  1.97711121e-02
 -5.01195304e-02 -1.78845003e-02  4.34148824e-03  3.27449217e-02
 -1.65801831e-02 -4.59895134e-02 -2.74622850e-02  1.16692871e-01
 -2.44767517e-02  9.92634371e-02 -1.39524145e-02  1.04357630e-01
 -2.01483984e-02 -1.11285537e-01  1.04185104e-01  1.98341087e-01
  7.66397361e-03 -2.21261725e-01  1.33381179e-02 -1.03496470e-01
  2.52826456e-02 -6.46846965e-02  9.49620381e-02 -6.62563816e-02
 -1.28371894e-01  3.51518765e-02 -5.74704409e-02  9.87592265e-02
 -7.33392239e-02  1.23225056e-01  6.48795366e-02 -1.10307485e-01
  1.37886889e-02  3.66929662e-03 -8.64460990e-02 -1.14133377e-02
  1.38248131e-01  1.14365935e-01 -1.44826239e-02 -4.59876023e-02
 -2.25086808e-02  6.51033297e-02 -3.35471705e-02  2.70833005e-03
 -1.68576553e-01  2.33056378e-02 -2.26039857e-01  1.17206974e-02
  8.68187770e-02 -1.26249775e-01 -5.65885715e-02 -2.59031989e-02
 -1.41994789e-01  6.40954599e-02  3.66110019e-02  5.50816301e-03
  1.25811473e-02 -8.56524259e-02 -3.29173058e-02  1.06381617e-01
 -2.46095993e-02  5.72985858e-02  7.86419138e-02 -2.03968510e-02
 -1.54646300e-02 -1.28016658e-02  4.44079526e-02  3.40590477e-02
  6.53030258e-03  5.74030690e-02 -1.15055991e-02  6.31339988e-03
  2.51782741e-02 -1.20118000e-02  2.29463857e-02  5.21761775e-02
  7.45355785e-02 -5.77091649e-02 -2.49341652e-02  2.03349860e-03
  3.55794132e-02 -1.21180172e-04  5.07161058e-02  2.39390098e-02
  2.35948991e-02 -1.12134352e-01 -4.25736122e-02  6.21000491e-03
  5.02288789e-02 -3.66747268e-02  1.70230925e-01 -1.02246396e-01
  1.60802007e-01  8.73092487e-02  5.23025356e-02  1.04002684e-01
  1.69618130e-01 -4.43046689e-02  4.12436835e-02 -1.74748957e-01
  8.15327317e-02 -8.23096465e-03  7.56107345e-02  3.94206345e-02
 -2.50335988e-02  1.39092863e-01  2.54007429e-02  3.49933701e-03
 -6.06762171e-02 -1.35287242e-02 -1.91399474e-02 -8.52764994e-02
  8.63406155e-03 -7.14820698e-02 -2.01710090e-02 -2.16449946e-02
 -1.30362168e-01  2.11989433e-02  1.15061775e-01 -3.25826555e-02
  1.83050632e-02  1.49727594e-02  1.98404834e-01 -1.18885480e-01
  1.51019888e-02 -3.65466513e-02 -4.98266704e-02 -7.05223382e-02]",2
